commsz 1, form: ijk, time: 1260.619822025299072
commsz 1, form: ijk, time: 1528.745630979537964
1,ijk,1608.868866920471191
1,ijk,1326.764400959014893
1,ijk,1374.521888017654419
4,ijk,871.751266002655029
4,ijk,964.510771989822388
4,ijk,1231.199748039245605
4,ijk,1238.065458059310913
8,ijk,1562.013669967651367
8,ijk,1585.042346000671387
8,ijk,1409.178205966949463
8,ijk,1822.949016809463501
8,ijk,1418.672062873840332
