1,ijk,1610.112697839736938
1,ijk,1539.443897008895874
1,ijk,1299.590483903884888
1,ijk,1389.867411136627197
1,ijk,1576.743372917175293
4,ijk,1456.574809074401855
4,ijk,1407.161756992340088
4,ijk,1746.069757938385010
4,ijk,1923.033436775207520
8,ijk,1997.558516979217529
8,ijk,1471.429241180419922
8,ijk,850.820675849914551
8,ijk,821.708153963088989
1,ijk,1208.696727991104126
1,ijk,1197.692839145660400
1,ijk,1188.595943927764893
1,ijk,1200.083897113800049
1,ijk,1194.663403987884521
4,ijk,880.527324914932251
4,ijk,795.494005918502808
4,ijk,982.800292968750000
4,ijk,1083.297629833221436
4,ijk,1077.766705989837646
8,ijk,1119.276347875595093
8,ijk,1055.966434001922607
8,ijk,1154.933647871017456
12,ijk,879.714031934738159
12,ijk,918.989962100982666
12,ijk,905.382689952850342
12,ijk,965.666857957839966
12,ijk,879.697726011276245
16,ijk,1253.816763877868652
16,ijk,1185.632024049758911
16,ijk,1430.174058914184570
16,ijk,1191.832118034362793
16,ijk,1186.324656009674072
