1,kij,966.890749931335449
1,kij,968.343656063079834
1,kij,967.065114021301270
1,kij,966.794307947158813
1,kij,967.427555084228516
4,kij,644.563467979431152
4,kij,645.008275032043457
4,kij,646.100298881530762
4,kij,644.418775081634521
8,kij,704.739820003509521
8,kij,738.820682048797607
8,kij,700.103360176086426
8,kij,704.596730232238770
12,kij,858.560742139816284
12,kij,1026.579686880111694
12,kij,1027.056659936904907
12,kij,974.194647073745728
16,kij,999.773918867111206
16,kij,993.356639862060547
16,kij,956.835045099258423
16,kij,905.832875013351440
20,kij,792.945473909378052
20,kij,798.814765214920044
20,kij,796.970850944519043
20,kij,804.518782854080200
20,kij,808.880182027816772
1,kij,1221.414048910140991
1,kij,1188.214892148971558
1,kij,1201.851536035537720
1,kij,1218.097925901412964
1,kij,1362.080262899398804
4,kij,982.847023010253906
4,kij,994.812306165695190
4,kij,907.439944028854370
4,kij,1112.630208969116211
8,kij,1318.304335832595825
8,kij,1368.904569149017334
8,kij,1270.247824907302856
8,kij,1038.785429954528809
8,kij,819.851593017578125
12,kij,874.332440137863159
12,kij,749.319226026535034
12,kij,735.635685920715332
12,kij,829.812125921249390
